UDI,machine_id,timestamp,Product ID,Type,Air temperature [K],Process temperature [K],temp_diff,Rotational speed [rpm],Torque [Nm],power_w,Tool wear [min],Machine failure,failure_type,is_rnf_only
1016,16,2026-01-01 12:10:00,L48195,L,296.2,307.2,11.0,1356,43.6,6191.199474282476,22,0,NoFailure,False
1017,17,2026-01-01 12:10:00,M15876,M,296.3,307.2,10.899999999999977,1319,68.3,9433.961883293374,24,1,PWF,False
1018,18,2026-01-01 12:10:00,L48197,L,296.3,307.2,10.899999999999977,1637,31.6,5417.069156535904,27,0,NoFailure,False
1019,19,2026-01-01 12:10:00,L48198,L,296.3,307.2,10.899999999999977,1291,58.6,7922.321746165574,29,0,NoFailure,False
1020,20,2026-01-01 12:10:00,L48199,L,296.3,307.3,11.0,1398,52.7,7715.186070538886,31,0,NoFailure,False
1021,1,2026-01-01 12:15:00,L48200,L,296.3,307.3,11.0,1372,57.7,8290.076582194795,33,0,NoFailure,False
1022,2,2026-01-01 12:15:00,M15881,M,296.3,307.2,10.899999999999977,1454,42.5,6471.1572676193755,35,0,NoFailure,False
1023,3,2026-01-01 12:15:00,L48202,L,296.2,307.2,11.0,1515,36.5,5790.740658729386,38,0,NoFailure,False
1024,4,2026-01-01 12:15:00,L48203,L,296.2,307.3,11.100000000000023,1881,24.3,4786.561982935946,40,0,NoFailure,False
1025,5,2026-01-01 12:15:00,L48204,L,296.2,307.3,11.100000000000023,1711,29.9,5357.347480191162,42,0,NoFailure,False
1026,6,2026-01-01 12:15:00,L48205,L,296.2,307.3,11.100000000000023,1475,37.0,5715.080635655432,44,0,NoFailure,False
1027,7,2026-01-01 12:15:00,L48206,L,296.4,307.4,11.0,1512,36.8,5826.774726466061,46,0,NoFailure,False
1028,8,2026-01-01 12:15:00,M15887,M,296.3,307.4,11.099999999999966,1335,50.5,7059.944090779663,48,0,NoFailure,False
1029,9,2026-01-01 12:15:00,L48208,L,296.3,307.4,11.099999999999966,1472,39.9,6150.484433491953,51,0,NoFailure,False
1030,10,2026-01-01 12:15:00,M15889,M,296.2,307.3,11.100000000000023,1477,35.2,5444.421956573159,53,0,NoFailure,False
1031,11,2026-01-01 12:15:00,L48210,L,296.3,307.4,11.099999999999966,1760,28.4,5234.3122399010745,56,0,NoFailure,False
1032,12,2026-01-01 12:15:00,L48211,L,296.4,307.5,11.100000000000023,1549,36.1,5855.813514560743,58,0,NoFailure,False
1033,13,2026-01-01 12:15:00,L48212,L,296.3,307.4,11.099999999999966,1648,34.0,5867.657318864775,60,0,NoFailure,False
1034,14,2026-01-01 12:15:00,H30447,H,296.4,307.5,11.100000000000023,1556,38.0,6191.869680715244,62,0,NoFailure,False
1035,15,2026-01-01 12:15:00,M15894,M,296.3,307.4,11.099999999999966,1958,19.1,3916.288458014013,67,0,NoFailure,False
1036,16,2026-01-01 12:15:00,L48215,L,296.4,307.4,11.0,1403,48.4,7111.01591535152,70,0,NoFailure,False
1037,17,2026-01-01 12:15:00,M15896,M,296.4,307.5,11.100000000000023,1684,31.4,5537.329323315322,72,0,NoFailure,False
1038,18,2026-01-01 12:15:00,H30451,H,296.4,307.5,11.100000000000023,1596,35.1,5866.358793901293,75,0,NoFailure,False
1039,19,2026-01-01 12:15:00,L48218,L,296.6,307.6,11.0,1498,41.1,6447.364939256189,80,0,NoFailure,False
1040,20,2026-01-01 12:15:00,L48219,L,296.7,307.7,11.0,1524,36.8,5873.0189703269025,82,0,NoFailure,False
1041,1,2026-01-01 12:20:00,L48220,L,296.7,307.7,11.0,1502,43.9,6904.990269129101,84,0,NoFailure,False
1042,2,2026-01-01 12:20:00,L48221,L,296.6,307.6,11.0,1809,25.1,4754.89472898776,86,0,NoFailure,False
1043,3,2026-01-01 12:20:00,L48222,L,296.6,307.6,11.0,1542,37.4,6039.272053554874,88,0,NoFailure,False
1044,4,2026-01-01 12:20:00,L48223,L,296.5,307.6,11.100000000000023,1431,45.2,6773.399424845738,90,0,NoFailure,False
1045,5,2026-01-01 12:20:00,L48224,L,296.5,307.6,11.100000000000023,1512,43.6,6903.461360704356,92,0,NoFailure,False
1046,6,2026-01-01 12:20:00,H30459,H,296.4,307.5,11.100000000000023,1403,52.8,7757.471907656203,94,0,NoFailure,False
1047,7,2026-01-01 12:20:00,L48226,L,296.4,307.5,11.100000000000023,1331,47.8,6662.459316271968,99,0,NoFailure,False
1048,8,2026-01-01 12:20:00,M15907,M,296.6,307.7,11.099999999999966,1474,52.6,8119.173941839511,101,0,NoFailure,False
1049,9,2026-01-01 12:20:00,L48228,L,296.5,307.6,11.100000000000023,1607,33.5,5637.535656989324,104,0,NoFailure,False
1050,10,2026-01-01 12:20:00,L48229,L,296.5,307.6,11.100000000000023,1415,44.2,6549.487644448882,106,0,NoFailure,False
1051,11,2026-01-01 12:20:00,L48230,L,296.6,307.6,11.0,1671,28.8,5039.617271182603,108,0,NoFailure,False
1052,12,2026-01-01 12:20:00,L48231,L,296.6,307.7,11.099999999999966,1556,37.7,6142.986499025386,110,0,NoFailure,False
1053,13,2026-01-01 12:20:00,L48232,L,296.7,307.7,11.0,1927,23.9,4822.899737962466,112,0,NoFailure,False
1054,14,2026-01-01 12:20:00,M15913,M,296.7,307.7,11.0,1597,32.1,5368.3221105277025,114,0,NoFailure,False
1055,15,2026-01-01 12:20:00,H30468,H,296.8,307.8,11.0,1627,30.5,5196.560768180437,117,0,NoFailure,False
1056,16,2026-01-01 12:20:00,L48235,L,296.8,307.8,11.0,1480,39.4,6106.4183605376,122,0,NoFailure,False
1057,17,2026-01-01 12:20:00,L48236,L,296.8,307.8,11.0,1565,39.5,6473.513462109567,124,0,NoFailure,False
1058,18,2026-01-01 12:20:00,L48237,L,296.8,307.8,11.0,1573,36.4,5995.9599628373835,126,0,NoFailure,False
1059,19,2026-01-01 12:20:00,L48238,L,296.7,307.8,11.100000000000023,1605,31.3,5260.7539780687885,128,0,NoFailure,False
1060,20,2026-01-01 12:20:00,M15919,M,296.7,307.9,11.199999999999989,1874,21.3,4180.014689307363,130,0,NoFailure,False
1061,1,2026-01-01 12:25:00,H30474,H,296.7,307.9,11.199999999999989,1424,53.8,8022.706103423279,133,0,NoFailure,False
1062,2,2026-01-01 12:25:00,L48241,L,296.7,307.9,11.199999999999989,1420,50.1,7449.972818722835,138,0,NoFailure,False
1063,3,2026-01-01 12:25:00,L48242,L,296.8,307.9,11.099999999999966,1372,49.0,7040.099697184488,140,0,NoFailure,False
1064,4,2026-01-01 12:25:00,M15923,M,296.8,307.8,11.0,1664,32.8,5715.520458626935,142,0,NoFailure,False
1065,5,2026-01-01 12:25:00,M15924,M,296.8,307.9,11.099999999999966,1409,44.3,6536.470978887507,145,0,NoFailure,False
1066,6,2026-01-01 12:25:00,L48245,L,296.8,307.9,11.099999999999966,1718,25.2,4533.695190248502,148,0,NoFailure,False
1067,7,2026-01-01 12:25:00,M15926,M,296.9,307.8,10.900000000000034,1544,40.3,6515.998266761613,150,0,NoFailure,False
1068,8,2026-01-01 12:25:00,L48247,L,296.9,307.8,10.900000000000034,1466,45.7,7015.82565794775,153,0,NoFailure,False
1069,9,2026-01-01 12:25:00,L48248,L,296.8,307.8,11.0,1394,47.7,6963.214452975633,155,0,NoFailure,False
1070,10,2026-01-01 12:25:00,M15929,M,296.9,307.8,10.900000000000034,1840,24.6,4740.0349957362805,157,0,NoFailure,False
1071,11,2026-01-01 12:25:00,M15930,M,296.9,307.8,10.900000000000034,1477,37.2,5753.764113196634,160,0,NoFailure,False
1072,12,2026-01-01 12:25:00,L48251,L,296.9,307.8,10.900000000000034,1425,49.1,7326.979466334794,163,0,NoFailure,False
1073,13,2026-01-01 12:25:00,M15932,M,297.0,307.9,10.899999999999977,1414,46.2,6841.0064987509895,165,0,NoFailure,False
1074,14,2026-01-01 12:25:00,L48253,L,297.0,307.8,10.800000000000011,1414,47.5,7033.502352611948,168,0,NoFailure,False
1075,15,2026-01-01 12:25:00,L48254,L,297.0,307.9,10.899999999999977,1595,31.7,5294.787898482678,170,0,NoFailure,False
1076,16,2026-01-01 12:25:00,H30489,H,296.9,307.8,10.900000000000034,1345,54.5,7676.21984965886,172,0,NoFailure,False
1077,17,2026-01-01 12:25:00,L48256,L,296.9,307.7,10.800000000000011,1653,35.9,6214.353012139433,177,0,NoFailure,False
1078,18,2026-01-01 12:25:00,L48257,L,296.8,307.6,10.800000000000011,1547,36.5,5913.053332709149,179,0,NoFailure,False
1079,19,2026-01-01 12:25:00,H30492,H,296.9,307.7,10.800000000000011,1656,30.8,5341.210165927222,181,0,NoFailure,False
1080,20,2026-01-01 12:25:00,L48259,L,297.0,307.7,10.699999999999989,1731,28.5,5166.192039195735,186,0,NoFailure,False
1081,1,2026-01-01 12:30:00,L48260,L,297.0,307.8,10.800000000000011,1774,28.0,5201.639676303741,188,0,NoFailure,False
1082,2,2026-01-01 12:30:00,L48261,L,297.0,307.8,10.800000000000011,1521,40.2,6403.0056509875,190,0,NoFailure,False
1083,3,2026-01-01 12:30:00,H30496,H,297.1,307.9,10.799999999999955,1420,39.8,5918.341680342691,192,0,NoFailure,False
1084,4,2026-01-01 12:30:00,L48263,L,297.0,307.8,10.800000000000011,1683,32.3,5692.660136084312,197,0,NoFailure,False
1085,5,2026-01-01 12:30:00,M15944,M,297.0,307.7,10.699999999999989,1498,47.1,7388.586098271691,199,0,NoFailure,False
1086,6,2026-01-01 12:30:00,L48265,L,297.0,307.8,10.800000000000011,1385,56.4,8180.078951417104,202,1,OSF,False
1087,7,2026-01-01 12:30:00,L48266,L,297.0,307.9,10.899999999999977,1455,49.0,7465.994941256143,204,0,NoFailure,False
1088,8,2026-01-01 12:30:00,H30501,H,296.9,307.8,10.900000000000034,1549,35.8,5807.150244356636,206,1,TWF,False
1089,9,2026-01-01 12:30:00,M15948,M,296.9,307.8,10.900000000000034,1392,43.9,6399.298571656264,0,0,NoFailure,False
1090,10,2026-01-01 12:30:00,M15949,M,296.9,307.7,10.800000000000011,2008,17.5,3679.852194904845,3,0,NoFailure,False
1091,11,2026-01-01 12:30:00,L48270,L,296.9,307.7,10.800000000000011,1464,41.4,6347.02246990053,6,0,NoFailure,False
1092,12,2026-01-01 12:30:00,L48271,L,297.0,307.7,10.699999999999989,1447,46.4,7030.968134538052,8,0,NoFailure,False
1093,13,2026-01-01 12:30:00,M15952,M,296.9,307.6,10.700000000000045,1685,32.0,5646.489196052055,10,0,NoFailure,False
1094,14,2026-01-01 12:30:00,M15953,M,296.8,307.5,10.699999999999989,1443,39.2,5923.5357801966275,13,0,NoFailure,False
1095,15,2026-01-01 12:30:00,L48274,L,296.9,307.5,10.600000000000023,1354,44.4,6295.500350381658,16,0,NoFailure,False
1096,16,2026-01-01 12:30:00,L48275,L,296.9,307.5,10.600000000000023,2721,9.3,2649.9648192295267,18,1,PWF,False
1097,17,2026-01-01 12:30:00,L48276,L,297.0,307.6,10.600000000000023,1680,35.8,6298.264951916817,20,0,NoFailure,False
1098,18,2026-01-01 12:30:00,H30511,H,296.9,307.5,10.600000000000023,1397,48.3,7065.975948674554,22,0,NoFailure,False
1099,19,2026-01-01 12:30:00,M15958,M,296.9,307.4,10.5,1521,37.9,6036.664531652394,27,0,NoFailure,False
1100,20,2026-01-01 12:30:00,M15959,M,296.8,307.4,10.599999999999966,1472,43.9,6767.074351636509,30,0,NoFailure,False
1101,1,2026-01-01 12:35:00,H30514,H,296.8,307.5,10.699999999999989,1695,30.0,5324.999547834699,33,0,NoFailure,False
1102,2,2026-01-01 12:35:00,H30515,H,296.7,307.5,10.800000000000011,1607,33.6,5654.364121637053,38,0,NoFailure,False
1103,3,2026-01-01 12:35:00,L48282,L,296.8,307.5,10.699999999999989,1347,54.8,7729.951556010758,43,0,NoFailure,False
1104,4,2026-01-01 12:35:00,M15963,M,296.7,307.4,10.699999999999989,1540,38.7,6241.087965621484,45,0,NoFailure,False
1105,5,2026-01-01 12:35:00,L48284,L,296.6,307.4,10.799999999999955,1389,42.7,6210.960092073557,48,0,NoFailure,False
1106,6,2026-01-01 12:35:00,M15965,M,296.6,307.5,10.899999999999977,1734,27.0,4902.769495192231,50,0,NoFailure,False
1107,7,2026-01-01 12:35:00,L48286,L,296.7,307.6,10.900000000000034,1540,38.6,6224.961123333056,53,0,NoFailure,False
1108,8,2026-01-01 12:35:00,M15967,M,296.7,307.5,10.800000000000011,1515,42.1,6679.18306116458,55,0,NoFailure,False
1109,9,2026-01-01 12:35:00,L48288,L,296.6,307.4,10.799999999999955,1504,45.8,7213.431835858548,58,0,NoFailure,False
1110,10,2026-01-01 12:35:00,L48289,L,296.6,307.5,10.899999999999977,1557,35.1,5723.00792111799,60,0,NoFailure,False
1111,11,2026-01-01 12:35:00,L48290,L,296.5,307.4,10.899999999999977,1292,52.5,7103.140989766522,62,0,NoFailure,False
1112,12,2026-01-01 12:35:00,H30525,H,296.5,307.4,10.899999999999977,1432,49.2,7377.967515102558,64,0,NoFailure,False
1113,13,2026-01-01 12:35:00,M15972,M,296.5,307.4,10.899999999999977,1350,55.6,7860.264819281663,69,0,NoFailure,False
1114,14,2026-01-01 12:35:00,M15973,M,296.6,307.4,10.799999999999955,1790,25.8,4836.167730936128,72,0,NoFailure,False
1115,15,2026-01-01 12:35:00,H30528,H,296.4,307.3,10.900000000000034,1540,37.4,6031.439015871924,75,0,NoFailure,False
1116,16,2026-01-01 12:35:00,M15975,M,296.4,307.3,10.900000000000034,2077,19.1,4154.3059894254875,80,0,NoFailure,False
1117,17,2026-01-01 12:35:00,L48296,L,296.4,307.3,10.900000000000034,1487,37.5,5839.435344860029,83,0,NoFailure,False
1118,18,2026-01-01 12:35:00,L48297,L,296.5,307.4,10.899999999999977,1523,40.7,6491.169212822743,85,0,NoFailure,False
1119,19,2026-01-01 12:35:00,L48298,L,296.5,307.5,11.0,1443,41.8,6316.423357454566,87,0,NoFailure,False
1120,20,2026-01-01 12:35:00,L48299,L,296.5,307.5,11.0,1340,59.1,8293.176286946336,89,0,NoFailure,False
1121,1,2026-01-01 12:40:00,H30534,H,296.6,307.7,11.099999999999966,1654,31.0,5369.400724005434,91,0,NoFailure,False
1122,2,2026-01-01 12:40:00,L48301,L,296.6,307.6,11.0,1459,40.2,6142.002133327262,96,0,NoFailure,False
1123,3,2026-01-01 12:40:00,L48302,L,296.5,307.6,11.100000000000023,1541,38.5,6212.865991616734,98,0,NoFailure,False
1124,4,2026-01-01 12:40:00,H30537,H,296.6,307.7,11.099999999999966,1386,62.3,9042.320471121357,100,1,PWF,False
1125,5,2026-01-01 12:40:00,M15984,M,296.7,307.8,11.100000000000023,1258,69.0,9089.884183896707,105,1,PWF,False
1126,6,2026-01-01 12:40:00,M15985,M,296.7,307.8,11.100000000000023,1375,51.4,7401.068693081953,108,0,NoFailure,False
1127,7,2026-01-01 12:40:00,L48306,L,296.8,307.9,11.099999999999966,1706,30.8,5502.478588811498,111,0,NoFailure,False
1128,8,2026-01-01 12:40:00,M15987,M,296.7,307.8,11.100000000000023,1672,32.4,5672.962350146306,113,0,NoFailure,False
1129,9,2026-01-01 12:40:00,M15988,M,296.8,307.9,11.099999999999966,1843,25.2,4863.56241887543,116,0,NoFailure,False
1130,10,2026-01-01 12:40:00,L48309,L,296.7,307.9,11.199999999999989,1690,29.6,5238.501030105861,119,0,NoFailure,False
1131,11,2026-01-01 12:40:00,L48310,L,296.8,307.9,11.099999999999966,1413,46.5,6880.559150259685,121,0,NoFailure,False
1132,12,2026-01-01 12:40:00,L48311,L,296.8,307.9,11.099999999999966,1489,33.4,5207.985693463991,123,0,NoFailure,False
1133,13,2026-01-01 12:40:00,L48312,L,296.8,307.9,11.099999999999966,1271,61.4,8172.266857685177,125,0,NoFailure,False
1134,14,2026-01-01 12:40:00,M15993,M,296.8,307.9,11.099999999999966,1418,47.9,7112.796151188555,127,0,NoFailure,False
1135,15,2026-01-01 12:40:00,M15994,M,296.9,307.8,10.900000000000034,1426,50.7,7571.049799592186,130,0,NoFailure,False
1136,16,2026-01-01 12:40:00,L48315,L,296.9,307.9,11.0,1535,39.2,6301.197105060168,133,0,NoFailure,False
1137,17,2026-01-01 12:40:00,L48316,L,296.9,307.8,10.900000000000034,1557,38.1,6212.153897281921,135,0,NoFailure,False
1138,18,2026-01-01 12:40:00,L48317,L,296.9,307.8,10.900000000000034,1653,29.7,5141.122129820089,137,0,NoFailure,False
1139,19,2026-01-01 12:40:00,L48318,L,296.9,307.9,11.0,1435,41.6,6251.35050162321,139,0,NoFailure,False
1140,20,2026-01-01 12:40:00,M15999,M,297.0,307.9,10.899999999999977,1569,33.3,5471.366349565447,141,0,NoFailure,False
1141,1,2026-01-01 12:45:00,M16000,M,296.9,307.9,11.0,1385,44.8,6497.651365664649,144,0,NoFailure,False
1142,2,2026-01-01 12:45:00,L48321,L,297.0,307.9,10.899999999999977,1635,31.6,5410.450868012342,147,0,NoFailure,False
1143,3,2026-01-01 12:45:00,L48322,L,296.9,307.9,11.0,1423,43.9,6541.81168639861,149,0,NoFailure,False
1144,4,2026-01-01 12:45:00,L48323,L,297.0,307.9,10.899999999999977,1479,39.2,6071.316298621491,151,0,NoFailure,False
1145,5,2026-01-01 12:45:00,L48324,L,297.0,307.9,10.899999999999977,1296,69.1,9378.031062083963,153,1,PWF,False
1146,6,2026-01-01 12:45:00,L48325,L,297.0,307.8,10.800000000000011,1553,33.3,5415.571664037692,155,0,NoFailure,False
1147,7,2026-01-01 12:45:00,L48326,L,297.0,307.9,10.899999999999977,1529,42.2,6756.916535389904,157,0,NoFailure,False
1148,8,2026-01-01 12:45:00,M16007,M,297.1,308.0,10.899999999999977,1690,25.6,4530.5954854969605,159,0,NoFailure,False
1149,9,2026-01-01 12:45:00,L48328,L,297.1,308.0,10.899999999999977,1348,58.0,8187.4093342754795,162,0,NoFailure,False
1150,10,2026-01-01 12:45:00,L48329,L,297.2,308.1,10.900000000000034,1446,38.5,5829.85348726658,164,0,NoFailure,False
1151,11,2026-01-01 12:45:00,L48330,L,297.1,307.9,10.799999999999955,1456,50.0,7623.598172711232,166,0,NoFailure,False
1152,12,2026-01-01 12:45:00,L48331,L,297.0,307.9,10.899999999999977,1350,47.7,6743.428630930492,168,0,NoFailure,False
1153,13,2026-01-01 12:45:00,L48332,L,297.1,307.9,10.799999999999955,1507,38.3,6044.225297972035,170,0,NoFailure,False
1154,14,2026-01-01 12:45:00,H30567,H,297.0,307.9,10.899999999999977,1448,45.6,6914.519766844992,172,0,NoFailure,False
1155,15,2026-01-01 12:45:00,L48334,L,296.9,307.9,11.0,1626,29.9,5091.202222554547,177,0,NoFailure,False
1156,16,2026-01-01 12:45:00,H30569,H,297.0,307.9,10.899999999999977,1846,27.3,5277.435835059349,179,0,NoFailure,False
1157,17,2026-01-01 12:45:00,H30570,H,297.0,307.8,10.800000000000011,1404,40.7,5983.980022851695,184,0,NoFailure,False
1158,18,2026-01-01 12:45:00,L48337,L,297.0,307.8,10.800000000000011,1583,37.2,6166.695051584477,189,0,NoFailure,False
1159,19,2026-01-01 12:45:00,L48338,L,297.0,307.9,10.899999999999977,1436,47.7,7173.01001038236,191,0,NoFailure,False
1160,20,2026-01-01 12:45:00,L48339,L,297.0,307.8,10.800000000000011,1609,35.6,5998.389461156159,193,0,NoFailure,False
1161,1,2026-01-01 12:50:00,H30574,H,297.0,307.7,10.699999999999989,1834,23.8,4570.933535169053,195,0,NoFailure,False
1162,2,2026-01-01 12:50:00,L48341,L,297.0,307.8,10.800000000000011,1316,61.2,8434.045301533304,200,1,OSF,False
1163,3,2026-01-01 12:50:00,L48342,L,296.9,307.8,10.900000000000034,1400,57.1,8371.297224265601,202,1,OSF,False
1164,4,2026-01-01 12:50:00,L48343,L,296.9,307.9,11.0,1367,47.1,6742.454737207879,204,0,NoFailure,False
1165,5,2026-01-01 12:50:00,L48344,L,297.1,308.1,11.0,1754,30.3,5565.457049540462,206,0,NoFailure,False
1166,6,2026-01-01 12:50:00,L48345,L,297.1,308.1,11.0,1487,34.6,5387.85234485752,208,0,NoFailure,False
1167,7,2026-01-01 12:50:00,M16026,M,297.1,308.1,11.0,1506,37.7,5945.589760624828,210,0,NoFailure,False
1168,8,2026-01-01 12:50:00,L48347,L,297.0,308.1,11.100000000000023,1362,52.5,7487.986089831271,213,1,OSF,False
1169,9,2026-01-01 12:50:00,L48348,L,297.1,308.1,11.0,1584,36.8,6104.240189631111,215,0,NoFailure,False
1170,10,2026-01-01 12:50:00,L48349,L,297.0,308.1,11.100000000000023,1355,43.7,6200.823219777975,217,0,NoFailure,False
1171,11,2026-01-01 12:50:00,M16030,M,297.1,308.1,11.0,1823,24.3,4638.969960070297,219,0,NoFailure,False
1172,12,2026-01-01 12:50:00,H30585,H,297.0,308.1,11.100000000000023,1517,41.4,6576.798556584088,222,0,NoFailure,False
1173,13,2026-01-01 12:50:00,L48352,L,297.1,308.1,11.0,1446,36.6,5542.146432050826,227,0,NoFailure,False
1174,14,2026-01-01 12:50:00,H30587,H,297.1,308.0,10.899999999999977,1559,38.8,6334.4142113841235,229,0,NoFailure,False
1175,15,2026-01-01 12:50:00,M16034,M,297.1,308.1,11.0,1352,44.4,6286.201236127033,0,0,NoFailure,False
1176,16,2026-01-01 12:50:00,M16035,M,297.2,308.3,11.100000000000023,1578,37.8,6246.365841279513,3,0,NoFailure,False
1177,17,2026-01-01 12:50:00,M16036,M,297.2,308.3,11.100000000000023,1429,42.0,6285.07026277174,6,0,NoFailure,False
1178,18,2026-01-01 12:50:00,M16037,M,297.2,308.3,11.100000000000023,1604,39.4,6618.03719615021,9,0,NoFailure,False
1179,19,2026-01-01 12:50:00,L48358,L,297.3,308.5,11.199999999999989,1398,60.4,8842.452346499975,12,0,NoFailure,False
1180,20,2026-01-01 12:50:00,L48359,L,297.3,308.4,11.099999999999966,1441,43.4,6549.110653330451,14,0,NoFailure,False
1181,1,2026-01-01 12:55:00,H30594,H,297.3,308.4,11.099999999999966,1531,35.6,5707.603645139889,16,0,NoFailure,False
1182,2,2026-01-01 12:55:00,L48361,L,297.2,308.3,11.100000000000023,1379,52.1,7523.685054351565,21,0,NoFailure,False
1183,3,2026-01-01 12:55:00,L48362,L,297.3,308.3,11.0,1410,48.1,7102.198511970446,23,0,NoFailure,False
1184,4,2026-01-01 12:55:00,L48363,L,297.3,308.4,11.099999999999966,1513,40.5,6416.860074589832,25,0,NoFailure,False
1185,5,2026-01-01 12:55:00,L48364,L,297.3,308.5,11.199999999999989,1497,47.5,7446.359987171207,27,0,NoFailure,False
1186,6,2026-01-01 12:55:00,L48365,L,297.3,308.4,11.099999999999966,1491,46.5,7260.377702078691,29,0,NoFailure,False
1187,7,2026-01-01 12:55:00,L48366,L,297.3,308.4,11.099999999999966,1417,47.8,7092.941285617867,31,0,NoFailure,False
1188,8,2026-01-01 12:55:00,M16047,M,297.4,308.6,11.200000000000045,1522,38.0,6056.571757100643,33,0,NoFailure,False
1189,9,2026-01-01 12:55:00,L48368,L,297.3,308.4,11.099999999999966,1339,52.1,7305.449084682194,36,0,NoFailure,False
1190,10,2026-01-01 12:55:00,M16049,M,297.2,308.3,11.100000000000023,1794,27.5,5166.349118828414,38,0,NoFailure,False
1191,11,2026-01-01 12:55:00,L48370,L,297.2,308.4,11.199999999999989,1460,42.1,6436.704468185008,41,0,NoFailure,False
1192,12,2026-01-01 12:55:00,M16051,M,297.2,308.3,11.100000000000023,1776,28.0,5207.503982590441,43,0,NoFailure,False
1193,13,2026-01-01 12:55:00,M16052,M,297.2,308.3,11.100000000000023,1431,43.7,6548.618470481389,46,0,NoFailure,False
1194,14,2026-01-01 12:55:00,L48373,L,297.1,308.2,11.099999999999966,1347,50.8,7165.721515426031,49,0,NoFailure,False
1195,15,2026-01-01 12:55:00,M16054,M,297.0,308.1,11.100000000000023,1507,43.1,6801.726118605607,51,0,NoFailure,False
1196,16,2026-01-01 12:55:00,M16055,M,297.0,308.0,11.0,1408,47.9,7062.6353884862365,54,0,NoFailure,False
1197,17,2026-01-01 12:55:00,M16056,M,297.0,307.9,10.899999999999977,1493,34.7,5425.226825459727,57,0,NoFailure,False
1198,18,2026-01-01 12:55:00,M16057,M,296.9,307.9,11.0,1441,47.6,7182.895555265656,60,0,NoFailure,False
1199,19,2026-01-01 12:55:00,H30612,H,296.9,307.9,11.0,1557,36.5,5951.2760433278245,63,0,NoFailure,False
1200,20,2026-01-01 12:55:00,M16059,M,296.9,307.9,11.0,1979,20.4,4227.704065788856,68,0,NoFailure,False
1201,1,2026-01-01 13:00:00,M16060,M,296.9,308.0,11.100000000000023,1430,55.9,8370.983065000244,71,0,NoFailure,False
1202,2,2026-01-01 13:00:00,L48381,L,296.9,308.0,11.100000000000023,1658,41.0,7118.639513524233,74,0,NoFailure,False
1203,3,2026-01-01 13:00:00,M16062,M,297.0,308.1,11.100000000000023,1355,51.4,7293.4167848189445,76,0,NoFailure,False
1204,4,2026-01-01 13:00:00,H30617,H,297.0,308.1,11.100000000000023,1410,47.6,7028.371084611086,79,0,NoFailure,False
1205,5,2026-01-01 13:00:00,L48384,L,296.9,308.0,11.100000000000023,1521,34.5,5495.1167900265855,84,0,NoFailure,False
1206,6,2026-01-01 13:00:00,L48385,L,296.8,308.0,11.199999999999989,1371,54.5,7824.607742663418,86,0,NoFailure,False
1207,7,2026-01-01 13:00:00,H30620,H,296.9,308.0,11.100000000000023,1318,53.5,7384.104092752568,88,0,NoFailure,False
1208,8,2026-01-01 13:00:00,M16067,M,297.0,308.1,11.100000000000023,1573,34.9,5748.873700632546,93,0,NoFailure,False
1209,9,2026-01-01 13:00:00,L48388,L,297.0,308.1,11.100000000000023,1489,44.1,6876.412247956947,96,0,NoFailure,False
1210,10,2026-01-01 13:00:00,H30623,H,297.0,308.1,11.100000000000023,2540,13.3,3537.642767452346,98,0,NoFailure,False
1211,11,2026-01-01 13:00:00,L48390,L,297.0,308.1,11.100000000000023,1537,39.0,6277.216281137767,103,0,NoFailure,False
1212,12,2026-01-01 13:00:00,H30625,H,296.9,308.0,11.100000000000023,1416,46.9,6954.480825398654,105,0,NoFailure,False
1213,13,2026-01-01 13:00:00,L48392,L,296.9,307.9,11.0,1359,56.5,8040.749317230396,110,0,NoFailure,False
1214,14,2026-01-01 13:00:00,M16073,M,296.8,307.8,11.0,1551,38.9,6318.151233414042,112,0,NoFailure,False
1215,15,2026-01-01 13:00:00,M16074,M,296.8,307.8,11.0,1694,33.0,5854.043750699221,115,0,NoFailure,False
1216,16,2026-01-01 13:00:00,L48395,L,296.8,307.9,11.099999999999966,1709,28.4,5082.636146585759,118,0,NoFailure,False
1217,17,2026-01-01 13:00:00,L48396,L,296.9,308.0,11.100000000000023,1514,41.0,6500.37407929776,120,0,NoFailure,False
1218,18,2026-01-01 13:00:00,L48397,L,297.0,308.1,11.100000000000023,1455,43.5,6627.975100911066,122,0,NoFailure,False
1219,19,2026-01-01 13:00:00,M16078,M,297.0,308.2,11.199999999999989,1702,30.7,5471.753812659391,124,0,NoFailure,False
1220,20,2026-01-01 13:00:00,M16079,M,296.9,308.1,11.200000000000045,1357,41.8,5939.976781750413,127,0,NoFailure,False
1221,1,2026-01-01 13:05:00,L48400,L,297.0,308.2,11.199999999999989,1577,29.4,4855.205782416881,130,0,NoFailure,False
1222,2,2026-01-01 13:05:00,M16081,M,297.0,308.3,11.300000000000011,1399,46.4,6797.736295935547,132,0,NoFailure,True
1223,3,2026-01-01 13:05:00,L48402,L,297.0,308.3,11.300000000000011,1399,59.0,8643.673307331837,135,0,NoFailure,False
1224,4,2026-01-01 13:05:00,L48403,L,297.0,308.3,11.300000000000011,1492,48.1,7515.234170113407,137,0,NoFailure,False
1225,5,2026-01-01 13:05:00,L48404,L,297.1,308.3,11.199999999999989,1763,25.7,4744.757856692177,139,0,NoFailure,False
